Title,KM Driven,Fuel,Transmission,Price,Old Price,Savings,Location,Image,Car Link
2024 Kia Seltos HTX Diesel iMT,"13,000 kms",Diesel,Automatic,₹17 Lakh,,,"City, Pune",https://images10.gaadi.com/usedcar_image/4801033/original/processed_processed_c86402b1-ba73-4efd-b0b8-43bdf9213f1c.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-diesel-imt-cars-Pune_fd3b070c-05ee-419f-b454-8f9656ff46fa.htm?adId=12736&adType=41
2022 Kia Seltos GTX Option,"23,142 kms",Petrol,Manual,₹14.83 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4921870/original/baaac70349f894c720a0c54bff331e5b.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-gtx-option-cars-Pune_fc8f4eac-9812-4b14-a1a6-3363fbd12f50.htm
2023 Honda Amaze V CVT,"9,434 kms",Petrol,Automatic,₹8.45 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4820363/original/2de64d48b75b9ee3ec14f44ccd9338ad.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-v-cvt-cars-Pune_64b91f3c-f0a3-4028-bb86-11626a43c879.htm
2023 Kia Sonet HTX Turbo iMT,"24,978 kms",Petrol,Manual,₹9.62 Lakh,₹9.73 Lakh,"(Save ₹11,000)","Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-sonet-htx-turbo-imt-cars-Pune_327b71ab-78fa-414d-80e3-1dfa39e06945.htm
2025 MG Windsor EV Exclusive,"20,000 kms",Electric,Automatic,₹14.75 Lakh,,,"Infotech Park, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Mg-windsor-ev-exclusive-cars-Pune_eb73baff-0348-4ec8-a9aa-5e5597598891.htm?adId=13985&adType=41
2023 Hyundai Venue S 2023-2025,"26,525 kms",Petrol,Manual,₹7.05 Lakh,₹7.38 Lakh,"(Save ₹32,699)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-s-2023-2025-cars-Pune_0f1cfa83-e72a-4db2-bc1f-d6f2fdd1acfb.htm
2022 Kia Sonet HTK Plus BSVI,"23,658 kms",Petrol,Manual,₹7.58 Lakh,,,"Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-sonet-htk-plus-bsvi-cars-Pune_4fb86231-6d2b-494c-8726-48b3c8b6ee3e.htm
2022 Maruti Dzire ZXI Plus,"29,656 kms",Petrol,Manual,₹7.22 Lakh,,,"Wagholi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-dzire-zxi-plus-cars-Pune_f6bfea2b-ead1-436b-acb9-06f9a3277137.htm
2023 Maruti Grand Vitara Zeta AT,"31,000 kms",Petrol,Automatic,₹12 Lakh,,,"Deccan Gymkhana, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-zeta-at-cars-Pune_f224e8b5-5894-4cb9-81fe-170831b72e61.htm?adId=13286&adType=41
2022 Hyundai Tucson Signature AT BSVI,"50,000 kms",Petrol,Automatic,₹22.50 Lakh,,,"Deccan Gymkhana, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-tucson-signature-at-bsvi-cars-Pune_3f4dd6c8-8400-4baf-9ec3-dd3ef517e96d.htm
2016 Hyundai Creta 1.4 CRDi S,"60,000 kms",Diesel,Manual,₹9 Lakh,,,"Anandnagar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-creta-14-crdi-s-cars-Pune_cfd41ecb-6d15-4f53-8e2c-deb6fff59519.htm
2017 Maruti Celerio VXI AT,"50,000 kms",Petrol,Automatic,₹3.10 Lakh,,,"Infotech Park, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-at-cars-Pune_098fdc58-aafb-44e2-9792-5a27f56ec178.htm
,,,,,,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-trendline-cars-Pune_2c68572c-dc3d-4490-818c-fc4f265e37da.htm
,,,,,,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-eeco-7-seater-standard-bsiv-cars-Pune_f9c022ca-508c-4221-92db-1cbecc4d6257.htm
,,,,,,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-eeco-5-seater-ac-cng-cars-Pune_4a99674a-2cec-4542-83f8-da5ba78f67b2.htm
,,,,,,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-eeco-7-seater-standard-bsiv-cars-Pune_3c23a648-5863-43ed-b469-275372d21294.htm
,,,,,,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xza-plus-cars-Pune_22a909f3-3c54-4763-9dca-b36bfc9285c3.htm
2013 Maruti Swift VXI,"49,000 kms",Petrol,Manual,₹3.40 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-swift-vxi-cars-Pune_06ce95f5-8688-41da-b05b-4bae79fbc4cb.htm
2021 Kia Seltos HTX,"25,645 kms",Petrol,Manual,₹8.84 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-cars-Pune_8c5ed035-3168-4a0d-80a5-543e87dc14a8.htm
2015 Honda Jazz 1.2 V i VTEC,"32,000 kms",Petrol,Manual,₹4.50 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-v-i-vtec-cars-Pune_1937c4fc-6263-47fa-9409-534383b2b21f.htm
2024 Tata Nexon Creative Dark Diesel AMT,"10,000 kms",Diesel,Automatic,₹13 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Tata-nexon-creative-dark-diesel-amt-cars-Pune_28c86a3e-5ec4-4abd-bdb6-0d60c83ea9a0.htm?adId=13905&adType=41
2022 Maruti Celerio VXI CNG,"24,700 kms",CNG,Manual,₹5.29 Lakh,₹5.34 Lakh,"(Save ₹5,000)","Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-cng-cars-Pune_27eebe59-4349-40f9-9e80-8887aca58db5.htm
2024 Maruti FRONX Delta CNG,"7,835 kms",CNG,Manual,₹8.30 Lakh,,,"Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-fronx-delta-cng-cars-Pune_4cab9a3d-7e99-48d6-a737-7ee4c884b9be.htm
2022 Skoda Kushaq 1.0 TSI Style,"42,182 kms",Petrol,Manual,₹12.65 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4934022/original/0da514e7f609c5def30b859be2ec6049.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Skoda-kushaq-10-tsi-style-cars-Pune_f5abb8da-dec3-4b7a-8e6a-95bbf9637b4b.htm
2023 Kia Seltos X-Line DCT,"30,000 kms",Petrol,Automatic,₹15 Lakh,,,"Kothrud, Pune",https://images10.gaadi.com/usedcar_image/4853594/original/processed_acf65a39-5f80-4a21-bd5c-5d0faaf0d88c.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Kia-seltos-x-line-dct-cars-Pune_d0346209-1045-4c95-af3d-1a4fccb769e4.htm?adId=13588&adType=41
2023 Honda Amaze 2nd Gen VX,"14,051 kms",Petrol,Manual,₹7.67 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4828508/original/ac756d715d765431647c3b823e0640e3.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-2nd-gen-vx-cars-Pune_6d983420-4930-4868-89c2-e9d967392423.htm
2019 Hyundai Xcent Petrol,"43,438 kms",Petrol,Manual,₹5.14 Lakh,,,"Pashan, Pune",https://images10.gaadi.com/usedcar_image/4934021/original/46ec4697b129dd68704184ab60a9f05a.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-petrol-cars-Pune_814db6e2-4793-4eff-8f15-4bde5edfb427.htm
2014 Maruti Ritz VXi,"35,189 kms",Petrol,Manual,₹3.13 Lakh,,,"Wagholi, Pune",https://images10.gaadi.com/usedcar_image/4934002/original/e0c60d1b5de9d3b2d5c7ab939042f86c.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-ritz-vxi-cars-Pune_108a0120-5b0c-4e2a-ab21-4368f32b9e5d.htm
2023 Volkswagen Taigun 1.0 Topline AT,"32,000 kms",Petrol,Automatic,₹13.50 Lakh,,,"Kothrud, Pune",https://images10.gaadi.com/usedcar_image/4836344/original/processed_1098202df8ddd3160a7556a0db7be4a7.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-topline-at-cars-Pune_899fa047-9e83-4cdf-9ce5-701a7086a2f5.htm?adId=13067&adType=41
2023 Honda Amaze 2nd Gen VX,"14,051 kms",Petrol,Manual,₹7.67 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4828508/original/ac756d715d765431647c3b823e0640e3.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-2nd-gen-vx-cars-Pune_6d983420-4930-4868-89c2-e9d967392423.htm
2019 Hyundai Xcent Petrol,"43,438 kms",Petrol,Manual,₹5.14 Lakh,,,"Pashan, Pune",https://images10.gaadi.com/usedcar_image/4934021/original/46ec4697b129dd68704184ab60a9f05a.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-petrol-cars-Pune_814db6e2-4793-4eff-8f15-4bde5edfb427.htm
2015 Honda City V MT,"66,786 kms",Petrol,Manual,₹5.20 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4921883/original/c600611856f310106a7c97852d14b293.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-city-v-mt-cars-Pune_755e83e8-73e9-4086-8d1c-22c6598c4eca.htm
2025 Tata Punch EV Empowered Plus LR,"9,823 kms",Electric,Automatic,₹14.37 Lakh,,,"Mohamadwadi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Tata-punch-ev-empowered-plus-lr-cars-Pune_00701739-b48c-49dc-84c7-cb8cc8996ee8.htm?adId=15823&adType=41
2015 Hyundai Grand i10 Asta Option,"46,828 kms",Petrol,Manual,₹3.82 Lakh,,,"Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-asta-option-cars-Pune_057a3c55-0992-4dce-b4d8-c2af328be764.htm
2014 Maruti Ritz VXi,"35,189 kms",Petrol,Manual,₹3.13 Lakh,,,"Wagholi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-ritz-vxi-cars-Pune_108a0120-5b0c-4e2a-ab21-4368f32b9e5d.htm
2022 Hyundai Venue SX BSVI,"22,820 kms",Petrol,Manual,₹8.68 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4917753/original/515adc348ed30a6bee2f13c21c310370.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-bsvi-cars-Pune_48b1ec77-ae34-4034-aa70-b3d7956a184e.htm
2022 Tata Nexon EV XZ Plus,"70,000 kms",Electric,Automatic,₹8.75 Lakh,,,"Viman Nagar, Pune",https://images10.gaadi.com/usedgaadi-sellcar/UsedCar/k5288245a/c1b71bcd-6729-4b1e-a320-4182ed501cf4.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-xz-plus-cars-Pune_729b5e6a-20f7-4e93-94f1-97127ad6bc73.htm?adId=15200&adType=41
2023 Mahindra Thar LX 4WD Hard Top AT BSVI,"15,000 kms",Petrol,Automatic,₹13.95 Lakh,,,"Bavdhan, Pune",https://images10.gaadi.com/usedcar_image/4908416/original/processed_7fd09cb57f079b80d1f8c06f267569b9.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-hard-top-at-bsvi-cars-Pune_607ebf93-0622-4a99-8cd8-d430e46e00f7.htm
2020 Hyundai Venue SX Diesel,"65,495 kms",Diesel,Manual,₹8.41 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4932170/original/6ea3c52d65aedfb911d7686cce6ff193.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-diesel-cars-Pune_e0638a7a-d381-4496-a8d7-a5d2c1d9e227.htm
2019 Hyundai Creta 1.6 EX Petrol,"61,811 kms",Petrol,Manual,₹8.45 Lakh,₹9.14 Lakh,"(Save ₹69,673)","Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4916452/original/4b510ae882566b64353e70631dfab6e3.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-16-ex-petrol-cars-Pune_b75f095b-2cd4-4af1-a294-1c9f50dc3ed0.htm
2013 Maruti Swift Dzire VXI,"1,27,300 kms",Petrol,Manual,₹3.20 Lakh,,,"Kiwale, Pune",https://images10.gaadi.com/usedcar_image/4931391/original/processed_02bb618c-57b8-4c64-8591-c3e4f4154a9f.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-vxi-cars-Pune_b83496f4-d9b4-474b-a741-715daac0f8c0.htm?adId=15957&adType=41
2019 Renault Duster 110PS Diesel RxS AMT,"67,000 kms",Diesel,Automatic,₹6.75 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Renault-duster-110ps-diesel-rxs-amt-cars-Pune_664091a8-ea70-476a-b0ae-d5ab2e3be3a8.htm
2022 Toyota Urban cruiser Mid AT,"25,057 kms",Petrol,Automatic,₹7.75 Lakh,,,"Dapodi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Toyota-urban-cruiser-mid-at-cars-Pune_5767688e-7293-4db2-8554-9096bafc7b05.htm
2016 Maruti Ciaz VXi,"59,591 kms",Petrol,Manual,₹5.09 Lakh,,,"Pashan, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-vxi-cars-Pune_cf656b16-25a8-45dd-8dab-8139d15142b3.htm
2020 Hyundai i20 Asta IVT,"40,000 kms",Petrol,Automatic,₹8.15 Lakh,,,Pune,https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-ivt-cars-Pune_f35fbded-815e-40df-90f3-06f687d5b168.htm?adId=14880&adType=41
2022 Honda WR-V i-VTEC S,"49,367 kms",Petrol,Manual,₹5.50 Lakh,₹5.56 Lakh,"(Save ₹6,000)","Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Honda-wr-v-i-vtec-s-cars-Pune_7ef65e66-6756-4c73-b5ee-0517fddb1822.htm
2021 Maruti Baleno Delta,"39,343 kms",Petrol,Manual,₹5.75 Lakh,₹5.79 Lakh,"(Save ₹3,573)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-delta-cars-Pune_001b6c73-eb05-4f5d-b780-da311550f3e5.htm
2022 Kia Seltos HTX,"18,489 kms",Petrol,Manual,₹9.74 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4759291/original/63938e3859d1e99dc31bf5791e258b17.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-cars-Pune_d983e2d0-f47e-48ed-ab91-7db705a5b13c.htm
2016 Audi Q7 45 TDI Quattro Technology,"1,50,000 kms",Diesel,Automatic,₹25 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4924940/original/processed_63f5451b-6043-4ad5-b32c-bd10517827f4.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Audi-q7-45-tdi-quattro-technology-cars-Pune_25f09347-b825-4c59-a656-00fc8515f30b.htm?adId=15739&adType=41
2021 Renault Kiger RXZ Turbo CVT DT,"22,943 kms",Petrol,Automatic,₹7.70 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4856027/original/a1d41a0e9d5b63785cf101ddad2f9bb4.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Renault-kiger-rxz-turbo-cvt-dt-cars-Pune_a3e75e35-5b04-4bed-8876-e843eaf7835c.htm
2023 Maruti Brezza Zxi,"7,742 kms",Petrol,Manual,₹10.49 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4916188/original/ddbc47f55e0b0c614d691cd774c8c9b0.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-brezza-zxi-cars-Pune_ce5b0378-cbfc-4424-af98-4e20e09462fc.htm
2021 Maruti S-Presso VXI 2019-2022,"41,352 kms",Petrol,Manual,₹3.95 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4934043/original/3e1992f007965b6abca6a03fa8d6c106.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-presso-vxi-2019-2022-cars-Pune_536a99e8-b09e-4d48-b46c-73ba468e9d92.htm
2022 Hyundai Tucson Signature AT BSVI,"50,000 kms",Petrol,Automatic,₹22.50 Lakh,,,"Deccan Gymkhana, Pune",https://images10.gaadi.com/usedcar_image/4865593/original/processed_eb34fa7c-c6b3-433d-8e3c-7dddf55bf2bb.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Hyundai-tucson-signature-at-bsvi-cars-Pune_3f4dd6c8-8400-4baf-9ec3-dd3ef517e96d.htm?adId=14176&adType=41
2021 Kia Seltos HTX,"23,941 kms",Petrol,Manual,₹8.80 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4854242/original/ae82de02aacc30e2d592a499443343c8.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-cars-Pune_9a18677c-c38f-4d93-b772-532e5d1772aa.htm
2022 Maruti Ignis 1.2 Sigma BSIV,"21,481 kms",Petrol,Manual,₹4.48 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4933989/original/c964d6d51e04ae41f25af423146c1e72.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-ignis-12-sigma-bsiv-cars-Pune_619bc4fd-f964-4f81-880b-79d599e785f3.htm
2014 Hyundai Grand i10 1.2 Kappa Asta,"33,238 kms",Petrol,Manual,₹3.99 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4926041/original/0f3b30e035746dbf904cdd0c9898b327.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Pune_80e77b3e-3557-4f42-b3b0-70c9a0dea513.htm
2024 Tata Altroz XM Plus CNG,"7,076 kms",CNG,Manual,₹8.20 Lakh,,,"Nimgaon Khed, Pune",https://images10.gaadi.com/usedcar_image/4882263/original/processed_processed_processed_processed_77eecec7-81c8-4d4a-91cd-d9ae48b5c7f9.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Tata-altroz-xm-plus-cng-cars-Pune_bbff17ba-671c-4fcf-848e-0b5aaf975c6b.htm?adId=14364&adType=41
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"21,518 kms",Petrol,Manual,₹4.50 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4917762/original/569e0538a3c63fdac016db50dfff4862.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_53bee9b1-cc1b-4f0d-8a4e-0d9b77cf61db.htm
2022 Renault Kiger RXE,"39,361 kms",Petrol,Manual,₹4.35 Lakh,₹5.14 Lakh,"(Save ₹79,299)","Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4909918/original/be45340e0ae22bad1b9f9930897ea25f.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Renault-kiger-rxe-cars-Pune_7600891f-c4cf-4321-b3ac-3785b1f5dddb.htm
2023 Honda Amaze VX CVT Petrol,"9,661 kms",Petrol,Automatic,₹8.42 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-cvt-petrol-cars-Pune_81efaab8-8d18-4736-8f81-717b4064b457.htm
2016 Ford Ecosport 1.5 TDCi Titanium BSIV,"1,12,000 kms",Diesel,Manual,₹5.50 Lakh,,,"Yerwada, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Ford-ecosport-15-tdci-titanium-bsiv-cars-Pune_3d406338-ea1e-4d76-8fae-ea9e34237c02.htm?adId=14810&adType=41
2022 Hyundai Venue SX BSVI,"20,153 kms",Petrol,Manual,₹8.86 Lakh,₹8.93 Lakh,"(Save ₹7,000)","Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-bsvi-cars-Pune_c0dea943-e8a3-4ce9-8aed-2c9e6016f3d4.htm
2018 Maruti Baleno 1.2 CVT Zeta,"60,000 kms",Petrol,Automatic,₹5.75 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-cvt-zeta-cars-Pune_9f598ed1-23d4-4df1-bd43-aa747ab347ae.htm
2017 Maruti Ignis 1.2 AMT Zeta BSIV,"55,285 kms",Petrol,Automatic,₹3.80 Lakh,₹4.26 Lakh,"(Save ₹46,372)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-ignis-12-amt-zeta-bsiv-cars-Pune_4edc48ea-1d19-4390-993d-674f11c8c982.htm
2019 MG Hector Smart Diesel MT BSIV,"68,000 kms",Diesel,Manual,₹11 Lakh,,,"Yerwada, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Mg-hector-smart-diesel-mt-bsiv-cars-Pune_f4a45d33-d11e-46e3-ba95-908f327958b5.htm?adId=14807&adType=41
2021 Hyundai Venue S Plus 2024-2025,"31,477 kms",Petrol,Manual,₹7.45 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4868144/original/ee9c6ef9d27ed4a034ea413b47277f37.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-s-plus-2024-2025-cars-Pune_816d6ea3-0a83-4ef8-b489-407933ef7628.htm
2022 Toyota Urban cruiser High,"13,775 kms",Petrol,Manual,₹7.78 Lakh,₹8.09 Lakh,"(Save ₹30,820)","Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4904019/original/1d007c7bb5815980b26012b525af4d81.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Toyota-urban-cruiser-high-cars-Pune_ff65b263-b16a-4932-b105-e295972f2b9b.htm
2023 Skoda Slavia 1.0 TSI Ambition AT,"21,019 kms",Petrol,Automatic,₹12.54 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4909423/original/651435c9a6e7f524e715326f26c0d96b.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Skoda-slavia-10-tsi-ambition-at-cars-Pune_2c3d0980-09ad-43ae-bed5-e30dbd95d1e5.htm
2023 Maruti Brezza Zxi CNG DT BSVI,"1,29,000 kms",CNG,Manual,₹12.50 Lakh,,,"Chinchwadgaon, Pune",https://images10.gaadi.com/usedcar_image/4872996/original/processed_4553c8e4-4158-45d2-bf3c-a5effae84069.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Maruti-brezza-zxi-cng-dt-bsvi-cars-Pune_0ac6b197-c8dc-4150-966b-dc97a9f3208f.htm?adId=15582&adType=41
2021 Hyundai Grand i10 Nios Sportz,"28,779 kms",Petrol,Manual,₹5.20 Lakh,₹5.42 Lakh,"(Save ₹22,422)","Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4928583/original/142c8ea32bea64db0bc02f969bf8961d.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-nios-sportz-cars-Pune_7c4b47bd-1d2c-4694-9b9c-f56d7fbaa937.htm
2012 BMW X1 sDrive20d,"1,02,000 kms",Diesel,Automatic,₹5.85 Lakh,,,"Kondhwa, Pune",https://images10.gaadi.com/usedcar_image/4934220/original/processed_82f46ebf-47a6-491b-abde-8ae77c7a74fb.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-cars-Pune_42ce03fc-86b1-476e-b3d0-6091152edc4c.htm
2023 Maruti XL6 Alpha Plus,"16,235 kms",Petrol,Manual,₹11.74 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4894028/original/8439b18f46a677e81c3a70315016c443.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-plus-cars-Pune_af64ae19-3505-4b4d-8a73-ce3657622e66.htm
2014 Tata Safari DICOR 2.2 EX 4x2 BS IV,"1,12,000 kms",Diesel,Manual,₹5.75 Lakh,,,"Karvenagar, Pune",https://images10.gaadi.com/usedcar_image/4725947/original/e602fa0275bf18dfb8c74bf6f4f74c7a.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Tata-safari-dicor-22-ex-4x2-bs-iv-cars-Pune_6c86750c-4a2e-449d-8350-d66e0f627a63.htm?adId=13409&adType=41
2021 Maruti Baleno Zeta Diesel,"42,996 kms",Diesel,Manual,₹6.08 Lakh,,,"Wagholi, Pune",https://images10.gaadi.com/usedcar_image/4934044/original/f5dc287a4d274e4189e533e2b3f96e68.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-zeta-diesel-cars-Pune_5b599c8d-367e-47e7-a864-7169d8a30ef4.htm
2023 Maruti Ignis 1.2 AMT Alpha BSIV,"13,804 kms",Petrol,Automatic,₹6.78 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-ignis-12-amt-alpha-bsiv-cars-Pune_bd53f06f-aa9c-4e20-ac5a-367e276e5cdf.htm
